name,general,entity_type,figure_type,occupation,personality,size,height,life,move,range,attack,defense,ability_1_title,ability_1_desc,ability_2_title,ability_2_desc,ability_3_title,ability_3_desc,ability_4_title,ability_4_desc,points,source_file
Doctor Doom,,Human,Unique Hero,Ruler,Egomaniacal,Medium,5,4,6,6,5,6,Mind Exchange 17,"After taking a turn with Doctor Doom, you may choose any Unique Hero figure within 4 clear sight spaces of Doctor Doom. Roll the 20-sided die. If you roll a 17 or higher, take temporary control of that hero and immediately take a turn with the chosen Hero. At the end of that turn, remove any Order Markers that were on the player who controlled the Hero before the Mind Exchange. All Order Markers that were on the chosen Hero's card will stay on the card.",Flying,"When counting spaces for Doctor Doom's movement, ignore elevations. Doctor Doom may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Doctor Doom starts to fly, if he is engaged he will take any leaving engagement attacks.",,,,,245,doctor-doom.png
Dorim the Bulkhead Brawler,Aquilla,Dwarf,Unique Hero,Pirate,Fearless,Small,4,100,5,1,4,3,CHARGE!!!,"If Dorim the Bulkhead Brawler attacks an opponent's figure during his turn, the Move Value of all of your Army Cards increased by 1 until the next time you reveal an Order Marker.",CHAIN AXE,"After rolling attack dice, before defense dice are rolled, you may re-roll one die that did not roll a skull.",,,,,100,dorim-the-bulkhead-brawler.png
Doctor Mindbender,Cobra,Human,Unique Hero,Scientist,Arrogant,Medium,5,70,5,5,3,4,A Little Suggestion,"At the start of Doctor Mindbender's turn, you may move all friendly figures adjacent to Doctor Mindbender up to 3 spaces.",Bend Mind 13,"At the end of Doctor Mindbender's turn, you may choose an enemy Unique figure within 3 spaces of Doctor Mindbender and roll the 20-sided die. If you roll a 13 or higher, after this turn you may reveal the ""X"" Order Marker on Doctor Mindbender. If you do, take temporary control of the enemy Army Card and take a turn with it. After the turn, control returns to the Army Card's previous owner.",,,,,70,dr-mindbender-advanced-png.png
Dreadnoughts of Caraway Cavern,Utgar,Orc,Unique Squad,Pirate,Wild,Medium,5,80,6,1,3,3,The Captain's Way,"At the start of the game, choose one Unique Captain you control to be the Dreadnoughts of Caraway Cavern's Captain for this game. Dreadnoughts roll one additional defense die against attacks from non-adjacent figures when their chosen Captain is within 4 clear sight spaces.",Captain's Orders,"Before taking a turn with the Dreadnoughts of Caraway Cavern, you may first take a turn with their chosen Captain or a Pirate Hero you control.",Mortal Blow,"After attacking an opponent's figure, roll 1 attack die for each wound inflicted in that attack. For each additional skull rolled, inflict 1 wound on that figure.",,,80,dreadnoughts-of-caraway-cavern-advanced-side-png.png
Drow Chainfighter,Utgar,Drow,Common Hero,Chainfighter,Wild,Medium,4,1,6,1,4,4,Chain Grab,"After moving and before attacking with a Drow Chainfighter, you may choose one opponent's small or medium figure within 6 spaces whose base is no more than 6 levels above that Drow Chainfighter's height or 6 levels below that Drow Chainfighter's base. Roll the 20-sided die. If you roll a 9 or higher, place the chosen figure on any empty same-level dungeon space within 6 spaces of that Drow Chainfighter. If the chosen figure was not engaged when it is moved by Chain Grab, it will not take any leaving engagement attacks.",Hide in Darkness,"If a Drow Chainfighter is attacked with a normal attack and at least 1 skull is rolled, roll the 20-sided die. If that skull roll is on a dungeon space, add 3 to your die roll. If he is on a shadow space, add 6 to your die roll. If you roll a 1-15, roll defense dice normally. If you roll a 16 or higher, ignore all damage that would be inflicted by the attack.",,,,,25,drow-chainfighter.png
Dóno,Dóno,Dónom,Unique Hero,Hunter,Tricky,Large,4,3,6,1,3,5,Crippling Gaze,"Before moving, you may choose a figure within 6 spaces of Dóno. Roll the 20-sided die. If you roll a 15 or higher remove all order markers and all order cards from that figure's order card for that figure.",,,,,,,110,duend.png
G.I. Joe Duke,,Human,Unique Hero,Soldier,Inspiring,Medium,5,140,5,6,4,3,"Yo, Joe!","The first time each round you reveal a numbered Order Maker on this Army card, instead of taking a turn with Duke you may take a turn with up to 2 G.I. JOE or Soldier Heroes you control. Duke can be one of those Heroes.",Lead By Example,"While Duke has a revealed Order Marker on his Army Card, other G.I. JOE and Soldier figures you control within 2 clear sight spaces of Duke add 1 to their Attack Value.",,,,,140,duke-advanced-side-png.png
Dumutef Guard,Einar,Human,Common Hero,Guard,Relentless,Large,7,1,6,1,4,4,Road Strength,Add 1 to Dumutef Guard's attack and defense while on a road space.,Dhumidified Attack Enhancement,Dumutef Creatures adjacent to a Dumutef Guard receive an additional attack die.,,,,,25,dumutef-guard.png
Ozu-Teh,Jandar,Human,Unique Hero,Warrior,Wild,Medium,6,4,5,4,4,3,Glacier Traverse,"If a Dzu-Teh is adjacent to a Glacier Mountain, the Glacier Traverse instead of moving normally. You may do this on any turn. You may also shift to an adjacent Glacier Mountain.",Glacier Camouflage,"If a Dzu-Teh is adjacent to a Glacier Mountain, it becomes hard to target. Dzu-Teh can attack it with a normal attack.",Enhanced Movement,This figure may move through snow only once at 1 space when moving.,,,75,dzu-teh.png
Einar,Einar,Elemental,Common Hero,Construct,Fearless,Medium,5,1,4,1,4,4,Earth Slam Special Attack,Range 1. Attack 3. Any non-flying figure adjacent to this Earth Elemental is affected by Earth Slam Special Attack. Roll attack dice once for all affected figures. Each figure rolls defense separately.,Underground Movement,"Instead of moving normally with an Earth Elemental, you may immediately place it on any empty non-water space that is within 4 spaces of that Earth Elemental and is no higher than 1 level above that Earth Elemental's height or 3 levels below that Earth Elemental's base. If an Earth Elemental is engaged when it starts its Underground Movement, it will take any leaving engagement attacks.",,,,,35,earth-elemental-card.png
Eldgrim the Viking Champion,Ulgar,Human,Unique Hero,Champion,Disciplined,Medium,4,3,5,1,2,2,Overexerted Attack,"After taking a turn with Eldgrim, you may place a Overexerted marker on him and take another turn with him. You may use this power only once during a round.",Warrior's Swiftness,Eldgrim may move through figures as if they were not there. Eldgrim's Spirit adds 1 to his move number on his unique Army Card.,,,,,30,eldgrim-the-viking-champion.png
Elite Onyx Vipers,Valkrill,Marro,Unique Squad,Scouts,Precise,Medium,5,1,7,1,3,2,Slither,Elite Onyx Vipers do not stop moving. They like their movement when entering water terrain.,Frenzy,"Once you declare a turn with Elite Onyx Vipers, you may roll a die. If you roll a 1 or higher, you may take another turn with the same squad.",Evasive 8,"When an Elite Onyx Viper rolls to take a turn with Evasive 8 is attacked, add 8 to the die roll to the defense roll when that figure is attacked.",,,100,elite-onyx-vipers.png
Elites of Ullar,Ullar,Kyrie,Common Squad,Warrior,Loyal,Medium,5,2,4,1,3,3,Blade Dance,Unique Ullar Kyrie you control roll 1 additional die when attacking a figure engaged with 1 or more of your Elites of Ullar.,Ullar's Pact,"If an Elite of Ullar receives a wound from a normal attack by an enemy figure, after that attack you may move 1 unengaged Kyrie figure you control who follows Ullar up to 4 spaces, even if all of your Elites of Ullar are destroyed.",Flying,,,,105,elites-master-png.png
Emissary,,,Unique Hero,,,Medium,4,4,5,4,2,2,Treasure Crisp,This figure may drink this Treasure Crisp,Keeper,Keep this card handy as a reminder for the Elkit of,Speed Passing Glyph,Speed passing glyph of the Elkit,Resilience,Replace for the Elkit of,40,elixir-of-speed-card.png
Eltahale,Jandar,Jandar,Unique Hero,Warden,Fearless,Medium,5,6,6,1,5,4,Thunder Ram Assault Special Attack,Range 1 + Special. Attack 4. Choose a figure to attack. You may also choose up to two other figures within 2 clear sight spaces of the targeted figure to be affected by Thunder Ram Assault Special Attack. Roll attack dice once for all affected figures. Each figure rolls its own defense dice separately. You can only use Thunder Ram Assault Special Attack if Eltahale was not adjacent to the targeted figure at the start of this turn. You cannot use Thunder Ram Assault Special Attack if you used Thunder Step this turn.,Thunder Step,"Instead of moving Eltahale normally, you may choose an opponent's figure within 5 clear sight spaces of Eltahale. Place Eltahale on any empty space adjacent to the chosen figure. For the duration of Eltahale's turn, add 1 to her Attack value. At the end of her turn, roll 1 attack die. If a skull is rolled, place 1 wound marker on Eltahale's Army Card. If Eltahale is engaged when she starts Thunder Step, she will not take any leaving engagement attacks.",,,,,140,eltahale-card.png
Emirroon,Ullar,Elf,Unique Hero,Wizard,Tricky,Medium,5,5,5,1,3,3,Elven Summoning Spell,"After moving and before attacking, you may roll the 20-sided die. Add the number of Elves you control adjacent to Emirroon to your die roll.
• If you roll 1-4, nothing happens
• If you roll 5-11, you may place 1 Elf you control adjacent to Emirroon
• If you roll 12-17, you may place up to 2 Elves you control adjacent to Emirroon
• If you roll 18-20, you may place up to 3 Elves you control adjacent to Emirroon
If the summoned Elves are engaged, they will not take any leaving engagement attacks. Emirroon cannot summon an Elf that he is already adjacent to.",,,,,,,80,emirroon.png
Empress Kiova,Kyrie,Kyrie,Unique Hero,Warrior,Disciplined,Medium,6,5,5,5,3,4,Gift of the Empress Aura,"Other figures within 5 spaces of Empress Kiova may re-roll all attacks. When a figure within 5 spaces of Empress Kiova makes an attack, it may use the right source of Empress Kiova can be added one time to the attack roll. When an adjacent figure makes an attack against Empress Kiova, if Empress Kiova has not been engaged, and by removing engaged attacks.",Stealth Flying,"Empress Kiova can move into figures to use Stealth Flying. Empress Kiova may use Stealth Flying to move without becoming engaged, and by removing engaged attacks.",,,,,90,empress-kiova.png
Erevan Sunshadow,Jandar,Elf,Unique Hero,Wizard,Precise,Medium,5,5,6,1,2,2,Fire Blast Special Attack,"Range 5. Attack Special. Each time you attack with Erevan Sunshadow's Fire Blast Special Attack, you may choose to roll 2, 3, or 4 attack dice. If a skull is rolled on every die, you may attack again with Erevan Sunshadow's Fire Blast Special Attack. You may continue attacking with Erevan Sunshadow's Fire Blast Special Attack until you do not roll a skull on every die.",Fey Step,"Once per game, Erevan Sunshadow may use Fey Step. Before moving normally with Erevan Sunshadow, you may place him on any empty space within 5 spaces of his current location. If Erevan Sunshadow is engaged when he uses Fey Step, he will not take any leaving engagement attacks.",,,,,80,erevan-sunshadow.png
Estivara,Utgar,Arachnid,Unique Hero,Arachnomancer,Tricky,Medium,4,4,5,1,3,3,Venom Ray Special Attack,"Range 5. Attack 3. If Estivara inflicts at least 1 wound with Venom Ray Special Attack, roll the 20-sided die for Venom Damage. If you roll a 1–9, the defending figure receives no additional wounds for Venom Damage. If you roll a 10–19, add 1 additional wound marker to the defending figure's Army Card, and roll again for Venom Damage. If you roll a 20, destroy the defending figure.",Lolth's Judgment Aura,All Arachnid figures you control within 6 clear sight spaces of Estivara roll 1 additional attack die when attacking normally.,Cloud of Darkness,"After taking a turn with Estivara, you may roll the 20-sided die. If you roll a 16 or higher, while she remains on that space, Estivara has no visible Hit Zone until the next time you reveal an order marker.",,,80,estivara.png
Evar Scarcarver,Vydar,Human,Unique Hero,Frostrager,Reckless,Medium,5,5,5,4,2,3,Double Assault,"When Evar Scarcarver attacks an adjacent figure or destructible object, he may attack one additional time.",Frost Rage,"When revealing a numbered order marker on Evar Scarcarver's Army Card, you may also reveal an 'X' order marker that is on Evar Scarcarver's Army Card to activate Frost Rage for the duration of the round. While Frost Rage is active, add 1 to Evar Scarcarver's Attack and Defense values for each wound marker on his Army Card.",,,,,110,evar-001.png
"Ewashia, Master of Tides",Aquilla,Dryan,Unique Hero,Wizard,Fierce,Medium,6,4,5,1,3,4,Command Familiar,"After revealing an Order Marker on Ewashia, Master of Tides, before taking Ewashia's turn, you may take a turn with a Small or Medium Beast you control.",Twister Special Attack,"Range 6, Attack 4. Ewashia may use Twister Special Attack if she is within 1 space of a water tile. Choose a figure to attack. You may also choose up to 2 spaces in a straight line from the targeted figure. All figures on those spaces are also affected by Twister Special Attack. Roll attack dice once for all affected figures. Each figure rolls defense dice separately. Ewashia is not affected by Twister Special Attack.",Aegis of the River,Ewashia does not have to stop her movement when entering a water space. Add 1 to Ewashia's Defense Value while she is on a water space.,Create Water,"Ewashia starts each game with 3 water tiles on this Army Card. At the end of Ewashia's turn, you may place a water tile from this Army Card on Ewashia's space or within 1 space of Ewashia, if the water tile fits normally onto that space.",115,ewashia-master-of-tides.png
